"RPS","Completed Requests (%)","Max CPU Utilization %","Working Set (MB)","Latency 75% (ms)","Completed Requests","Memory Limit (MB)","Latency 50% (ms)","Scenario","Swap (MB)","Latency 90% (ms)","CPU Limit","CPU Utilization %"
"5000","0.0","25","30.0","0","0.0","30","0","java-quarkus-graal","26.0","0","0.25","24.56"
"5000","0.0","25","34.0","0","0.0","50","0","java-quarkus-graal","1.0","0","0.25","24.95"
"5000","0.12","25","90.0","16370","116.0","90","13400","java-quarkus-graal","74.0","18580","0.25","24.5"
"5000","0.37","50","100.0","17830","371.0","100","15120","java-quarkus-graal","7.0","19320","0.5","48.34"
"5000","0.74","50","63.0","17560","737.0","180","15150","java-quarkus-graal","0.0","18940","0.5","46.01"
"5000","0.0","50","60.0","0","0.0","60","0","java-quarkus-graal","76.0","0","0.5","45.58"
"5000","0.93","100","107.0","17330","933.0","120","14640","java-quarkus-graal","0.0","18710","1.0","99.24"
"5000","2.05","100","65.0","17320","2052.0","200","14830","java-quarkus-graal","0.0","18740","1.0","96.53"
"5000","4.07","100","59.0","16860","4071.0","360","14390","java-quarkus-graal","0.0","18270","1.0","96.74"
"1","0.0","25","30.0","0","0.0","30","0","java-quarkus-jvm","94.0","0","0.25","24.61"
"1","0.0","25","50.0","0","0.0","50","0","java-quarkus-jvm","120.0","0","0.25","24.29"
"1","0.0","25","90.0","0","0.0","90","0","java-quarkus-jvm","101.0","0","0.25","24.85"
"1","0.0","50","100.0","0","0.0","100","0","java-quarkus-jvm","129.0","0","0.5","50.02"
"1","100.0","50","172.0","16.3","20.0","180","15.9","java-quarkus-jvm","27.0","16.62","0.5","51.12"
"1","0.0","50","60.0","0","0.0","60","0","java-quarkus-jvm","138.0","0","0.5","52.46"
"1","100.0","100","120.0","19.25","20.0","120","17.49","java-quarkus-jvm","100.0","23.93","1.0","101.13"
"1","100.0","100","172.0","16.66","20.0","200","15.81","java-quarkus-jvm","0.0","16.8","1.0","100.67"
"1","100.0","100","199.0","16.67","20.0","360","16.09","java-quarkus-jvm","0.0","17.26","1.0","103.99"
"100","0.0","25","30.0","0","0.0","30","0","java-quarkus-jvm","114.0","0","0.25","24.9"
"100","0.0","25","50.0","0","0.0","50","0","java-quarkus-jvm","135.0","0","0.25","25.15"
"100","0.70","25","90.0","19500","14.0","90","15750","java-quarkus-jvm","131.0","19510","0.25","25.52"
"100","0.0","50","100.0","0","0.0","100","0","java-quarkus-jvm","158.0","0","0.5","49.97"
"100","100.0","50","179.0","2490","2000.0","180","1990","java-quarkus-jvm","35.0","2690","0.5","51.94"
"100","0.0","50","60.0","0","0.0","60","0","java-quarkus-jvm","132.0","0","0.5","51.31"
"100","55.90","100","120.0","7310","1118.0","120","6790","java-quarkus-jvm","107.0","7770","1.0","98.36"
"100","100.0","100","199.0","12.74","2000.0","200","12.53","java-quarkus-jvm","24.0","12.98","1.0","105.31"
"100","100.0","100","224.0","12.77","2000.0","360","12.6","java-quarkus-jvm","0.0","12.95","1.0","94.68"
"1000","0.0","25","30.0","0","0.0","30","0","java-quarkus-jvm","106.0","0","0.25","24.84"
"1000","0.0","25","50.0","0","0.0","50","0","java-quarkus-jvm","128.0","0","0.25","25.19"
"1000","0.04","25","90.0","15610","7.0","90","15610","java-quarkus-jvm","112.0","15710","0.25","25.88"
"1000","0.0","50","100.0","0","0.0","100","0","java-quarkus-jvm","116.0","0","0.5","48.24"
"1000","10.04","50","179.0","15930","2007.0","180","13590","java-quarkus-jvm","46.0","17350","0.5","51.33"
"1000","0.0","50","60.0","0","0.0","60","0","java-quarkus-jvm","129.0","0","0.5","51.91"
"1000","3.17","100","120.0","16830","634.0","120","14860","java-quarkus-jvm","95.0","18660","1.0","102.65"
"1000","31.33","100","200.0","12710","6266.0","200","11590","java-quarkus-jvm","32.0","13340","1.0","107.23"
"1000","35.08","100","253.0","11890","7016.0","360","10940","java-quarkus-jvm","0.0","12480","1.0","108.08"
"10000","0.0","25","30.0","0","0.0","30","0","java-quarkus-jvm","88.0","0","0.25","26.7"
"10000","0.0","25","50.0","0","0.0","50","0","java-quarkus-jvm","108.0","0","0.25","24.41"
"10000","0.0","25","90.0","0","0.0","90","0","java-quarkus-jvm","139.0","0","0.25","24.94"
"10000","0.0","50","100.0","0","0.0","100","0","java-quarkus-jvm","123.0","0","0.5","50.13"
"10000","0.89","50","180.0","17730","1776.0","180","15290","java-quarkus-jvm","38.0","18730","0.5","53.0"
"10000","0.0","50","60.0","0","0.0","60","0","java-quarkus-jvm","148.0","0","0.5","50.7"
"10000","0.23","100","120.0","19550","459.0","120","15060","java-quarkus-jvm","106.0","19560","1.0","94.84"
"10000","2.36","100","199.0","17290","4724.0","200","14860","java-quarkus-jvm","41.0","18730","1.0","108.22"
"10000","2.63","100","244.0","17370","5257.0","360","15020","java-quarkus-jvm","0.0","18560","1.0","106.23"
"500","0.0","25","30.0","0","0.0","30","0","java-quarkus-jvm","97.0","0","0.25","24.46"
"500","0.0","25","50.0","0","0.0","50","0","java-quarkus-jvm","125.0","0","0.25","25.1"
"500","0.64","25","90.0","19300","64.0","90","18940","java-quarkus-jvm","102.0","19660","0.25","25.7"
"500","0.0","50","100.0","0","0.0","100","0","java-quarkus-jvm","135.0","0","0.5","51.55"
"500","14.83","50","169.0","15520","1483.0","180","13640","java-quarkus-jvm","54.0","16420","0.5","53.52"
"500","0.0","50","60.0","0","0.0","60","0","java-quarkus-jvm","141.0","0","0.5","50.71"
"500","9.92","100","120.0","15420","992.0","120","12430","java-quarkus-jvm","83.0","16510","1.0","95.88"
"500","58.73","100","197.0","7570","5873.0","200","6980","java-quarkus-jvm","29.0","7920","1.0","104.27"
"500","64.96","100","250.0","6730","6496.0","360","6180","java-quarkus-jvm","0.0","6910","1.0","103.98"
"5000","0.0","25","30.0","0","0.0","30","0","java-quarkus-jvm","84.0","0","0.25","25.44"
"5000","0.0","25","50.0","0","0.0","50","0","java-quarkus-jvm","117.0","0","0.25","24.85"
"5000","0.0","25","90.0","0","0.0","90","0","java-quarkus-jvm","133.0","0","0.25","25.29"
"5000","0.0","50","100.0","0","0.0","100","0","java-quarkus-jvm","131.0","0","0.5","51.31"
"5000","1.72","50","180.0","17320","1716.0","180","14760","java-quarkus-jvm","35.0","18480","0.5","53.43"
"5000","0.0","50","60.0","0","0.0","60","0","java-quarkus-jvm","130.0","0","0.5","53.49"
"5000","5.37","100","120.0","16680","5372.0","120","14430","java-quarkus-jvm","92.0","18010","1.0","110.85"
"5000","5.10","100","197.0","17100","5102.0","200","14900","java-quarkus-jvm","31.0","18370","1.0","108.47"
"5000","5.85","100","238.0","17300","5851.0","360","15340","java-quarkus-jvm","0.0","18190","1.0","106.7"
"1","0.0","25","30.0","0","0.0","30","0","java-springboot","138.0","0","0.25","25.62"
"1","0.0","25","50.0","0","0.0","50","0","java-springboot","121.0","0","0.25","25.31"
"1","0.0","25","90.0","0","0.0","90","0","java-springboot","174.0","0","0.25","24.9"
"1","100.0","50","100.0","14350","20.0","100","10630","java-springboot","167.0","17250","0.5","49.16"
"1","100.0","50","180.0","16.4","20.0","180","15.73","java-springboot","100.0","16.53","0.5","49.71"
"1","0.0","50","60.0","0","0.0","60","0","java-springboot","107.0","0","0.5","50.45"
"1","100.0","100","120.0","17.14","20.0","120","16.69","java-springboot","141.0","17.53","1.0","98.74"
"1","100.0","100","200.0","16.02","20.0","200","15.22","java-springboot","69.0","16.05","1.0","101.72"
"1","100.0","100","230.0","15.43","20.0","360","15.25","java-springboot","0.0","15.52","1.0","93.35"
"100","0.0","25","30.0","0","0.0","30","0","java-springboot","117.0","0","0.25","25.64"
"100","0.0","25","50.0","0","0.0","50","0","java-springboot","114.0","0","0.25","25.51"
"100","0.0","25","90.0","0","0.0","90","0","java-springboot","161.0","0","0.25","25.01"
"100","7.30","50","100.0","18170","146.0","100","17660","java-springboot","155.0","18350","0.5","50.48"
"100","87.25","50","175.0","2840","1745.0","180","2720","java-springboot","32.0","2930","0.5","50.46"
"100","0.0","50","60.0","0","0.0","60","0","java-springboot","108.0","0","0.5","50.08"
"100","100.0","100","120.0","731.14","2000.0","120","341.5","java-springboot","139.0","978.43","1.0","92.7"
"100","100.0","100","194.0","22.78","2000.0","200","22.08","java-springboot","11.0","23.07","1.0","100.45"
"100","100.0","100","207.0","22.83","2000.0","360","22.11","java-springboot","0.0","23.14","1.0","94.02"
"1000","0.0","25","30.0","0","0.0","30","0","java-springboot","121.0","0","0.25","25.13"
"1000","0.0","25","50.0","0","0.0","50","0","java-springboot","128.0","0","0.25","24.82"
"1000","0.0","25","90.0","0","0.0","90","0","java-springboot","145.0","0","0.25","25.69"
"1000","1.36","50","100.0","18600","273.0","100","15200","java-springboot","149.0","19280","0.5","51.3"
"1000","8.00","50","180.0","16300","1601.0","180","14300","java-springboot","89.0","17450","0.5","50.68"
"1000","0.0","50","60.0","0","0.0","60","0","java-springboot","110.0","0","0.5","50.84"
"1000","9.74","100","120.0","16670","1949.0","120","15070","java-springboot","127.0","17530","1.0","95.48"
"1000","17.15","100","198.0","14580","3430.0","200","12570","java-springboot","12.0","15760","1.0","96.6"
"1000","17.24","100","206.0","14480","3447.0","360","12520","java-springboot","0.0","15760","1.0","98.21"
"10000","0.0","25","30.0","0","0.0","30","0","java-springboot","121.0","0","0.25","25.5"
"10000","0.0","25","50.0","0","0.0","50","0","java-springboot","109.0","0","0.25","25.37"
"10000","0.0","25","90.0","0","0.0","90","0","java-springboot","161.0","0","0.25","24.62"
"10000","0.03","50","100.0","17870","68.0","100","14750","java-springboot","156.0","18400","0.5","51.21"
"10000","0.56","50","180.0","17780","1120.0","180","15300","java-springboot","51.0","19140","0.5","49.65"
"10000","0.0","50","60.0","0","0.0","60","0","java-springboot","107.0","0","0.5","49.33"
"10000","0.59","100","120.0","16610","1180.0","120","15610","java-springboot","148.0","19400","1.0","103.05"
"10000","1.52","100","200.0","17420","3036.0","200","15010","java-springboot","33.0","18760","1.0","99.96"
"10000","1.41","100","230.0","17530","2823.0","360","15250","java-springboot","0.0","18860","1.0","100.66"
"500","0.0","25","30.0","0","0.0","30","0","java-springboot","130.0","0","0.25","24.84"
"500","0.0","25","50.0","0","0.0","50","0","java-springboot","113.0","0","0.25","25.76"
"500","0.0","25","90.0","0","0.0","90","0","java-springboot","169.0","0","0.25","25.26"
"500","1.58","50","100.0","19040","158.0","100","18420","java-springboot","150.0","19430","0.5","49.52"
"500","18.07","50","178.0","14640","1807.0","180","12840","java-springboot","37.0","15960","0.5","48.55"
"500","0.0","50","60.0","0","0.0","60","0","java-springboot","106.0","0","0.5","50.39"
"500","21.57","100","120.0","14570","2157.0","120","13350","java-springboot","138.0","15250","1.0","98.7"
"500","35.06","100","194.0","11440","3506.0","200","9860","java-springboot","17.0","12370","1.0","99.47"
"500","36.10","100","226.0","11220","3610.0","360","9650","java-springboot","0.0","12170","1.0","99.82"
"5000","0.0","25","30.0","0","0.0","30","0","java-springboot","125.0","0","0.25","25.28"
"5000","0.0","25","50.0","0","0.0","50","0","java-springboot","106.0","0","0.25","24.75"
"5000","0.0","25","90.0","0","0.0","90","0","java-springboot","152.0","0","0.25","24.46"
"5000","0.17","50","100.0","16840","170.0","100","15720","java-springboot","165.0","17480","0.5","51.04"
"5000","1.49","50","180.0","17610","1490.0","180","15370","java-springboot","90.0","18870","0.5","49.55"
"5000","0.0","50","60.0","0","0.0","60","0","java-springboot","122.0","0","0.5","48.61"
"5000","1.77","100","120.0","18200","1774.0","120","15150","java-springboot","144.0","19070","1.0","99.72"
"5000","3.30","100","199.0","16960","3303.0","200","14590","java-springboot","16.0","18370","1.0","100.72"
"5000","3.34","100","212.0","16910","3338.0","360","14470","java-springboot","0.0","18320","1.0","96.58"
"1","0.0","25","30.0","0","0.0","30","0","java-springbootwebflux","99.0","0","0.25","24.99"
"1","100.0","25","50.0","21.15","20.0","50","19.71","java-springbootwebflux","98.0","22.38","0.25","25.31"
"1","100.0","25","90.0","16.62","20.0","90","15.94","java-springbootwebflux","38.0","16.85","0.25","25.33"
"1","100.0","50","100.0","16.62","20.0","100","16.42","java-springbootwebflux","42.0","16.62","0.5","48.34"
"1","100.0","50","116.0","16.29","20.0","180","15.82","java-springbootwebflux","0.0","16.4","0.5","49.32"
"1","100.0","50","60.0","19.76","20.0","60","18.14","java-springbootwebflux","75.0","19.79","0.5","50.34"
"1","100.0","100","110.0","17.14","20.0","120","16.4","java-springbootwebflux","0.0","17.57","1.0","99.98"
"1","100.0","100","124.0","16.91","20.0","200","16.17","java-springbootwebflux","0.0","17.07","1.0","101.93"
"1","100.0","100","131.0","17.06","20.0","360","16.53","java-springbootwebflux","0.0","17.18","1.0","92.07"
"100","0.0","25","30.0","0","0.0","30","0","java-springbootwebflux","90.0","0","0.25","24.84"
"100","18.65","25","50.0","14800","373.0","50","12660","java-springbootwebflux","88.0","15710","0.25","26.18"
"100","32.45","25","90.0","12430","649.0","90","11210","java-springbootwebflux","44.0","13070","0.25","25.35"
"100","100.0","50","100.0","1760","2000.0","100","1300","java-springbootwebflux","33.0","1910","0.5","51.28"
"100","95.55","50","137.0","1740","1911.0","180","1430","java-springbootwebflux","0.0","1870","0.5","50.95"
"100","97.85","50","60.0","2200","1957.0","60","1700","java-springbootwebflux","76.0","2500","0.5","50.41"
"100","100.0","100","120.0","13.25","2000.0","120","12.9","java-springbootwebflux","12.0","13.57","1.0","98.01"
"100","100.0","100","149.0","13.13","2000.0","200","12.87","java-springbootwebflux","0.0","13.49","1.0","99.52"
"100","100.0","100","147.0","13.52","2000.0","360","13.03","java-springbootwebflux","0.0","14.09","1.0","91.97"
"1000","0.0","25","30.0","0","0.0","30","0","java-springbootwebflux","93.0","0","0.25","25.91"
"1000","1.29","25","50.0","17810","258.0","50","12440","java-springbootwebflux","89.0","19040","0.25","25.11"
"1000","4.50","25","90.0","17070","900.0","90","14970","java-springbootwebflux","49.0","18320","0.25","25.21"
"1000","12.36","50","100.0","15690","2471.0","100","13590","java-springbootwebflux","38.0","16790","0.5","49.8"
"1000","13.26","50","120.0","15690","2653.0","180","13690","java-springbootwebflux","0.0","16650","0.5","52.02"
"1000","12.15","50","60.0","15640","2430.0","60","13600","java-springbootwebflux","98.0","16790","0.5","51.99"
"1000","52.82","100","119.0","8710","10564.0","120","8040","java-springbootwebflux","31.0","9270","1.0","102.79"
"1000","54.84","100","163.0","8380","10968.0","200","7690","java-springbootwebflux","0.0","8990","1.0","102.44"
"1000","50.50","100","158.0","9270","10099.0","360","8630","java-springbootwebflux","0.0","9880","1.0","102.77"
"10000","0.0","25","30.0","0","0.0","30","0","java-springbootwebflux","92.0","0","0.25","25.02"
"10000","0.15","25","50.0","18810","304.0","50","17170","java-springbootwebflux","91.0","19450","0.25","24.99"
"10000","0.44","25","90.0","17450","877.0","90","15330","java-springbootwebflux","30.0","19070","0.25","25.09"
"10000","1.42","50","100.0","16970","2835.0","100","14610","java-springbootwebflux","42.0","19120","0.5","51.37"
"10000","1.10","50","136.0","17660","2204.0","180","15500","java-springbootwebflux","0.0","18990","0.5","51.27"
"10000","1.06","50","60.0","15250","2113.0","60","13460","java-springbootwebflux","79.0","16200","0.5","51.25"
"10000","6.08","100","120.0","16670","12157.0","120","14400","java-springbootwebflux","40.0","17940","1.0","102.68"
"10000","6.69","100","149.0","16510","13374.0","200","14430","java-springbootwebflux","0.0","17790","1.0","104.03"
"10000","6.47","100","168.0","16360","12932.0","360","14150","java-springbootwebflux","0.0","17710","1.0","102.34"
"500","0.0","25","30.0","0","0.0","30","0","java-springbootwebflux","88.0","0","0.25","25.44"
"500","3.97","25","50.0","17350","397.0","50","15110","java-springbootwebflux","91.0","18550","0.25","25.35"
"500","7.68","25","90.0","16430","768.0","90","14230","java-springbootwebflux","39.0","17710","0.25","25.65"
"500","20.59","50","100.0","14000","2059.0","100","12170","java-springbootwebflux","53.0","15060","0.5","50.84"
"500","20.21","50","131.0","14060","2021.0","180","12270","java-springbootwebflux","0.0","15110","0.5","50.22"
"500","20.50","50","60.0","14170","2050.0","60","12260","java-springbootwebflux","75.0","15320","0.5","50.76"
"500","73.31","100","120.0","5810","7331.0","120","5650","java-springbootwebflux","40.0","5910","1.0","103.56"
"500","82.03","100","156.0","4800","8203.0","200","4620","java-springbootwebflux","0.0","4950","1.0","98.49"
"500","83.32","100","169.0","4330","8332.0","360","4180","java-springbootwebflux","0.0","4400","1.0","99.32"
"5000","0.0","25","30.0","0","0.0","30","0","java-springbootwebflux","97.0","0","0.25","25.41"
"5000","0.33","25","50.0","18170","333.0","50","17140","java-springbootwebflux","80.0","19630","0.25","25.26"
"5000","0.87","25","90.0","17500","874.0","90","15050","java-springbootwebflux","38.0","18840","0.25","25.37"
"5000","2.41","50","100.0","17420","2411.0","100","15200","java-springbootwebflux","19.0","18790","0.5","51.16"
"5000","3.06","50","122.0","17600","3059.0","180","15640","java-springbootwebflux","0.0","18710","0.5","52.49"
"5000","2.73","50","60.0","17200","2728.0","60","15200","java-springbootwebflux","79.0","18610","0.5","50.65"
"5000","12.14","100","119.0","15400","12135.0","120","13360","java-springbootwebflux","34.0","16680","1.0","104.87"
"5000","12.52","100","158.0","15510","12525.0","200","13390","java-springbootwebflux","0.0","16620","1.0","103.83"
"5000","12.71","100","167.0","15370","12708.0","360","13380","java-springbootwebflux","0.0","16610","1.0","103.49"
"1","100.0","25","30.0","14.73","20.0","30","14.13","node-express","11.0","14.85","0.25","12.86"
"1","100.0","25","40.0","14.8","20.0","50","13.93","node-express","0.0","15.07","0.25","11.33"
"1","100.0","25","41.0","14.64","20.0","90","13.56","node-express","0.0","14.77","0.25","20.83"
"1","100.0","50","39.0","14.2","20.0","100","13.81","node-express","0.0","14.73","0.5","43.55"
"1","100.0","50","40.0","14.45","20.0","180","14.05","node-express","0.0","14.59","0.5","32.13"
"1","100.0","50","40.0","14.94","20.0","60","14.65","node-express","0.0","15.26","0.5","23.09"
"1","100.0","100","38.0","14.44","20.0","120","14.23","node-express","0.0","14.64","1.0","8.57"
"1","100.0","100","40.0","14.57","20.0","200","14.01","node-express","0.0","15.17","1.0","36.09"
"1","100.0","100","39.0","14.74","20.0","360","14.08","node-express","0.0","15.22","1.0","38.54"
"100","100.0","25","30.0","17.58","2000.0","30","15.18","node-express","20.0","65.6","0.25","18.95"
"100","100.0","25","45.0","15.44","2000.0","50","14.8","node-express","0.0","16.34","0.25","19.68"
"100","100.0","25","49.0","15.63","2000.0","90","14.93","node-express","0.0","17.26","0.25","19.58"
"100","100.0","50","40.0","15.34","2000.0","100","14.77","node-express","0.0","15.9","0.5","22.91"
"100","100.0","50","61.0","15.92","2000.0","180","15.24","node-express","0.0","17.04","0.5","37.48"
"100","100.0","50","44.0","15.35","2000.0","60","14.78","node-express","0.0","15.95","0.5","19.78"
"100","100.0","100","60.0","15.81","2000.0","120","15.22","node-express","0.0","16.43","1.0","25.48"
"100","100.0","100","60.0","15.87","2000.0","200","15.22","node-express","0.0","16.53","1.0","19.9"
"100","100.0","100","63.0","16.01","2000.0","360","15.3","node-express","0.0","16.72","1.0","33.92"
"1000","14.05","25","30.0","15640","2810.0","30","12910","node-express","39.0","16600","0.25","25.08"
"1000","20.26","25","50.0","14750","4053.0","50","13340","node-express","16.0","15320","0.25","25.07"
"1000","21.98","25","68.0","14280","4396.0","90","12520","node-express","0.0","15050","0.25","24.87"
"1000","77.06","50","64.0","4860","15412.0","100","4780","node-express","0.0","4920","0.5","48.61"
"1000","55.56","50","68.0","8240","11112.0","180","7530","node-express","0.0","8670","0.5","50.04"
"1000","70.78","50","60.0","6070","14155.0","60","6000","node-express","9.0","6120","0.5","50.0"
"1000","100.0","100","66.0","16.98","20000.0","120","16","node-express","0.0","17.79","1.0","102.59"
"1000","100.0","100","64.0","15.61","20000.0","200","14.85","node-express","0.0","16.34","1.0","61.57"
"1000","100.0","100","65.0","17.3","20000.0","360","16.09","node-express","0.0","18.37","1.0","87.44"
"10000","1.09","25","30.0","17170","2177.0","30","15340","node-express","42.0","18400","0.25","25.37"
"10000","1.62","25","50.0","17580","3236.0","50","15000","node-express","24.0","18740","0.25","24.48"
"10000","1.94","25","70.0","17290","3870.0","90","15110","node-express","0.0","18860","0.25","26.57"
"10000","8.36","50","73.0","16170","16725.0","100","13890","node-express","0.0","17430","0.5","51.38"
"10000","8.02","50","69.0","16120","16044.0","180","14090","node-express","0.0","17550","0.5","50.04"
"10000","7.80","50","60.0","16520","15598.0","60","14250","node-express","14.0","17650","0.5","50.08"
"10000","27.30","100","74.0","12830","54590.0","120","11060","node-express","0.0","13760","1.0","99.36"
"10000","26.33","100","75.0","12880","52652.0","200","10930","node-express","0.0","13930","1.0","102.02"
"10000","28.04","100","73.0","12690","56087.0","360","10990","node-express","0.0","13620","1.0","98.32"
"500","32.57","25","30.0","12440","3257.0","30","10810","node-express","25.0","13100","0.25","24.53"
"500","38.16","25","49.0","11440","3816.0","50","10260","node-express","0.0","11970","0.25","24.41"
"500","36.71","25","62.0","11380","3671.0","90","9910","node-express","0.0","12120","0.25","25.36"
"500","99.06","50","62.0","1370","9906.0","100","1010","node-express","0.0","1590","0.5","50.95"
"500","99.32","50","63.0","1320","9932.0","180","971.26","node-express","0.0","1510","0.5","47.83"
"500","99.85","50","60.0","1000","9985.0","60","858.11","node-express","7.0","1210","0.5","47.83"
"500","100.0","100","62.0","15.02","10000.0","120","14.37","node-express","0.0","15.69","1.0","47.1"
"500","100.0","100","62.0","14.55","10000.0","200","14","node-express","0.0","15.12","1.0","60.88"
"500","100.0","100","63.0","14.78","10000.0","360","14.17","node-express","0.0","15.3","1.0","69.16"
"5000","2.60","25","30.0","17550","2600.0","30","15190","node-express","41.0","18630","0.25","24.63"
"5000","3.35","25","50.0","17470","3348.0","50","15140","node-express","17.0","18480","0.25","25.37"
"5000","4.19","25","66.0","17250","4191.0","90","15270","node-express","0.0","18330","0.25","25.71"
"5000","17.32","50","64.0","14680","17318.0","100","12800","node-express","0.0","15790","0.5","49.11"
"5000","17.19","50","66.0","14680","17187.0","180","12840","node-express","0.0","15730","0.5","49.25"
"5000","16.69","50","60.0","14830","16694.0","60","13000","node-express","6.0","15900","0.5","49.23"
"5000","57.38","100","67.0","7900","57378.0","120","7270","node-express","0.0","8250","1.0","98.04"
"5000","60.58","100","67.0","7280","60582.0","200","6620","node-express","0.0","7650","1.0","100.29"
"5000","60.69","100","68.0","7200","60689.0","360","6580","node-express","0.0","7610","1.0","99.54"
"1","105.00","25","30.0","2.88","21.0","30","2.59","python-aiohttp","7.0","3.01","0.25","24.0"
"1","105.00","25","50.0","2.48","21.0","50","2.02","python-aiohttp","2.0","2.55","0.25","11.62"
"1","105.00","25","53.0","2.36","21.0","90","2.33","python-aiohttp","0.0","2.41","0.25","11.95"
"1","105.00","50","53.0","2.17","21.0","100","1.71","python-aiohttp","0.0","2.17","0.5","0.43"
"1","105.00","50","53.0","2.02","21.0","180","1.63","python-aiohttp","0.0","2.09","0.5","15.82"
"1","105.00","50","53.0","2.39","21.0","60","2.33","python-aiohttp","0.0","2.43","0.5","15.32"
"1","105.00","100","53.0","2.1","21.0","120","1.79","python-aiohttp","0.0","2.23","1.0","15.6"
"1","105.00","100","53.0","1.87","21.0","200","1.74","python-aiohttp","0.0","2.01","1.0","0.25"
"1","105.00","100","53.0","2.21","21.0","360","2.07","python-aiohttp","0.0","2.27","1.0","0.26"
"100","100.20","25","30.0","2.59","2004.0","30","2.13","python-aiohttp","25.0","2.94","0.25","17.46"
"100","100.20","25","50.0","2.95","2004.0","50","2.42","python-aiohttp","27.0","3.3","0.25","13.99"
"100","100.20","25","74.0","2.44","2004.0","90","2.11","python-aiohttp","0.0","2.77","0.25","16.82"
"100","100.20","50","67.0","2.37","2004.0","100","2.02","python-aiohttp","0.0","2.57","0.5","17.04"
"100","100.20","50","74.0","2.2","2004.0","180","1.91","python-aiohttp","0.0","2.48","0.5","10.68"
"100","100.20","50","60.0","2.56","2004.0","60","2.1","python-aiohttp","7.0","2.85","0.5","16.75"
"100","100.20","100","67.0","2.59","2004.0","120","2.14","python-aiohttp","0.0","2.87","1.0","8.57"
"100","100.20","100","67.0","2.55","2004.0","200","2.07","python-aiohttp","0.0","2.85","1.0","10.35"
"100","100.20","100","67.0","2.41","2004.0","360","2.04","python-aiohttp","0.0","2.78","1.0","15.25"
"1000","28.64","25","30.0","12480","5729.0","30","11080","python-aiohttp","48.0","13890","0.25","27.19"
"1000","40.08","25","50.0","10840","8016.0","50","9450","python-aiohttp","43.0","11850","0.25","26.27"
"1000","47.54","25","79.0","8890","9509.0","90","7590","python-aiohttp","0.0","10020","0.25","26.31"
"1000","100.13","50","81.0","44.99","20026.0","100","23.65","python-aiohttp","0.0","60.22","0.5","53.1"
"1000","99.86","50","81.0","46.05","19971.0","180","24.94","python-aiohttp","0.0","60.99","0.5","53.36"
"1000","99.90","50","60.0","42.97","19979.0","60","20.72","python-aiohttp","25.0","55.62","0.5","52.46"
"1000","100.11","100","80.0","4.18","20022.0","120","2.98","python-aiohttp","0.0","5.06","1.0","69.87"
"1000","100.14","100","80.0","4.8","20027.0","200","3.49","python-aiohttp","0.0","6.14","1.0","77.63"
"1000","100.15","100","80.0","4.75","20030.0","360","3.28","python-aiohttp","0.0","5.96","1.0","74.89"
"10000","3.42","25","30.0","16710","6833.0","30","14360","python-aiohttp","45.0","18150","0.25","26.48"
"10000","3.98","25","50.0","16750","7958.0","50","14390","python-aiohttp","50.0","18200","0.25","26.7"
"10000","4.92","25","88.0","16020","9837.0","90","13670","python-aiohttp","0.0","17370","0.25","26.79"
"10000","11.97","50","94.0","15320","23939.0","100","13150","python-aiohttp","0.0","16640","0.5","53.03"
"10000","8.50","50","93.0","16000","16995.0","180","13760","python-aiohttp","0.0","17330","0.5","53.72"
"10000","10.02","50","60.0","14980","20035.0","60","12800","python-aiohttp","55.0","16520","0.5","52.27"
"10000","32.42","100","94.0","11630","64838.0","120","9860","python-aiohttp","0.0","12750","1.0","105.79"
"10000","31.98","100","95.0","11600","63966.0","200","9900","python-aiohttp","0.0","13160","1.0","106.64"
"10000","0","100","94.0","0",,"360","0","python-aiohttp","0.0","0","1.0","103.53"
"500","52.44","25","30.0","8780","5244.0","30","7860","python-aiohttp","38.0","9560","0.25","27.22"
"500","69.64","25","50.0","6050","6964.0","50","4740","python-aiohttp","36.0","7340","0.25","27.08"
"500","74.60","25","74.0","6070","7460.0","90","1520","python-aiohttp","0.0","8150","0.25","26.44"
"500","100.08","50","74.0","2.56","10008.0","100","2.15","python-aiohttp","0.0","2.89","0.5","42.0"
"500","100.08","50","74.0","2.84","10008.0","180","2.35","python-aiohttp","0.0","3.24","0.5","47.8"
"500","100.08","50","60.0","2.77","10008.0","60","2.22","python-aiohttp","19.0","3.22","0.5","41.28"
"500","100.08","100","74.0","2.77","10008.0","120","2.19","python-aiohttp","0.0","3.24","1.0","42.54"
"500","100.08","100","75.0","2.6","10008.0","200","2.29","python-aiohttp","0.0","2.92","1.0","42.74"
"500","100.08","100","75.0","3.71","10008.0","360","2.98","python-aiohttp","0.0","4.26","1.0","45.05"
"5000","6.51","25","30.0","16470","6507.0","30","14230","python-aiohttp","37.0","17730","0.25","26.77"
"5000","8.02","25","50.0","15780","8021.0","50","13520","python-aiohttp","46.0","17430","0.25","26.81"
"5000","9.62","25","85.0","15590","9615.0","90","13480","python-aiohttp","0.0","17120","0.25","26.84"
"5000","24.60","50","86.0","13030","24598.0","100","11220","python-aiohttp","0.0","14330","0.5","53.59"
"5000","25.79","50","86.0","12530","25793.0","180","10830","python-aiohttp","0.0","13710","0.5","54.1"
"5000","22.95","50","60.0","13000","22954.0","60","10810","python-aiohttp","32.0","15150","0.5","52.38"
"5000","59.01","100","86.0","7380","59011.0","120","4460","python-aiohttp","0.0","9490","1.0","105.53"
